Company,About,Website,Job portal,Linkedin (jobs),Location/Eligibility
Linus Health,"a digital health company that seeks to leverage advances in digital biomarkers and phenotyping to revolutionize the way usersâ€”whether healthy individuals, patients, clinicians, caregivers or researchersâ€”take ownership of their mental and brain health",https://linus.health,https://linus.health/careers,,"US, Canada"
Litefarm,sustainable farming,https://www.litefarm.org/,https://www.idealist.org/en/nonprofit/d1b15a73fc1d401c831cd0ca0cf2d482-litefarm-vancouver#opportunities,https://www.linkedin.com/company/litefarm/jobs/,anywhere
LiveImpact,,http://www.liveimpact.org,http://www.liveimpact.org/jobs.html,https://www.linkedin.com/company/liveimpact/jobs/,"Candidate must be comfortable with 4-5 hours of overlap with work hours in Pacific Time (PST)
"
Live With Vitality,a health collective,,,https://www.linkedin.com/company/lwvcoaching/jobs/,"must be located in our 27 countries to join our team: USA, UK, Australia, Austria, Canada, Czech Republic, Denmark, Finland, France, Germany, Ireland, Israel, Italy, Luxembourg, Malaysia, Mexico, Netherlands, New Zealand, Norway, Poland, Portugal, Romania, Singapore, Spain, Sweden, Switzerland, UAE"
Living Goods,aims to save lives at scale by supporting digitally empowered community health workers,https://livinggoods.orgg,https://livinggoods.org/careers/,https://www.linkedin.com/company/living-goods/jobs/,multiple locations
Localyze,hiring talent beyond borders,https://www.localyzeapp.com,https://www.localyzeapp.com/careers,https://www.linkedin.com/company/localyze/jobs/,"Hamburg, Berlin, Porto, Remote (+/- 3h from Berlin)"
Location Independent Therapists,,https://locationindependenttherapists.com/,,https://www.linkedin.com/company/location-independent-therapists/jobs/,
Logically,a technology company combining advanced artificial intelligence with human expertise to tackle harmful and problematic online content at scale,https://www.logically.ai,https://www.logically.ai/careers,https://www.linkedin.com/company/joinlogically/jobs/,EU/UK
Longevity Cards,,https://www.longevity.cards/,,https://www.linkedin.com/company/longevity-card/jobs/,"Applicants outside of the UK, but within Europe, will be considered
"
Longevity Partners,"a multidisciplinary energy and sustainability consultancy We support the transition to a low carbon economy in the UK, Europe and worldwide",https://longevity-partners.com,https://longevity-partners.com/contact-us/careers/,https://www.linkedin.com/company/longevity-partners/jobs/,"Paris, Munich or Amsterdam
"
Loop Earplugs,Noise reducing earplugs that look and feel good,https://www.loopearplugs.com,https://www.loopearplugs.com/pages/careers,https://www.linkedin.com/company/loopearplugs/jobs/,only consider candidates close to CET Timezone (Brussels Time)
LRN,helping people and companies worldwide navigate complex legal and regulatory environments and foster ethical cultures,https://lrn.com/,https://apply.workable.com/lrn-corporation/?lng=en,https://www.linkedin.com/company/lrn/jobs/,"UK, Ireland, US"
Luka Bio,Europe-wide biotech and life science startup and innovation ecosystem,https://www.lukabio.com/,https://lukabio.zohorecruit.eu/jobs/Careers,https://www.linkedin.com/company/lukaglobal/jobs/,Europe
Åukasiewicz Research Network,"four Research Groups: Health, Clean and smart mobility, Sustainable Economy and Energy, and Digital Transformation",https://lukasiewicz.gov.pl,https://lukasiewicz.gov.pl/en/career/,https://www.linkedin.com/company/siecbadawczalukasiewicz/jobs/,EU
Lumenis,"minimally-invasive clinical solutions for the Surgical, Ophthalmology and Aesthetic markets, and developing and commercializing innovative energy-based technologies, including Laser, Intense Pulsed Light (IPL) and Radio-Frequenc",https://lumenis.com/,https://www.comeet.com/jobs/lumenis/A1.00C,https://www.linkedin.com/company/lumenis/jobs/,EMEA
Lumiform,"enables deskless teams to digitalize and automate inspection workflows (risk assessments, maintenance reports, hygiene checks, safety walk documentation, etc.)",https://lumiformapp.com/,https://join.com/companies/lumiform,https://www.linkedin.com/company/lumiform/jobs/,LatAm
Luminos Fund,"delivers impactful, joyful education programs to children who have been denied education by poverty, discrimination, or conflict",https://luminosfund.org/,https://luminosfund.org/careers/,https://www.linkedin.com/company/luminos-fund/jobs/,
Lumos,FIGHTING FOR EVERY CHILDâ€™S RIGHT TO A FAMILY,https://www.wearelumos.org/,https://www.wearelumos.org/careers/global/,,
Lundin Foundation,"Canadian non-profit organization working in partnership with the Lundin Group of companies, host governments, and local communities to improve the management of, and benefit streams from, resource development projects",https://www.lundinfoundation.org,https://www.lundinfoundation.org/about-us/careers/,https://www.linkedin.com/company/lundin-foundation/jobs/,can be based anywhere in the Americas
Lyfegen,"a value-based healthcare agreements platform for Healthcare Payers, Healthcare Providers, Pharma and MedTech",https://www.lyfegen.com,https://www.lyfegen.com/careers,https://www.linkedin.com/company/lyfegenhealth/jobs/,UK/EU
Lyme Support,a team passionate about health and wellness who can share their personal experiences with Lyme disease,https://lymesupport.com/,,https://www.linkedin.com/company/lyme-support/jobs/,
M3 EU,a network of doctors with 5 million members across both M3-owned networks and Networks in Health,https://eu.m3.com/,https://apply.workable.com/m3-eu-ltd/,https://www.linkedin.com/company/m3-eu/jobs/,"candidates will need to be legally authorized to work for any employer without a sponsorship AND reside in any one of the following countries: UK, Holland, Lithuania, or Sweden
"
Mable,Digital Healthcare & Precision Medicine for Neurological Conditions,https://www.heymable.com,https://www.heymable.com/careers,,"US/Canada, UTC-8 (West Coast Americas) to UTC-5
"
Madre,working with women leaders who protect and provide for communities facing war and disaster,https://www.madre.org,https://www.madre.org/jobs-internships,https://www.linkedin.com/company/madre/jobs/,This job may take place in any country and does not require relocation to New York
Maisha Meds,,https://maishameds.org,https://maishameds.org/join-our-team/,https://www.linkedin.com/company/maisha-meds/jobs/,from anywhere
Make A Wish International,creates life-changing wishes for children with critical illnesses,https://www.worldwish.org/#,https://www.worldwish.org/careers/,https://www.linkedin.com/company/make-a-wish-international/jobs/,NL/Europe
Making Cents International,,https://makingcents.com,https://makingcentsintl.applytojob.com/apply/,https://www.linkedin.com/company/making-cents-international/jobs/,Consultancy
Makrwatch,"on a mission to provide financial opportunities to creators so they can spread passion, creativity, and knowledge and create a positive impact in the world",https://makrwatch.com/,https://careers.makrwatch.com/,https://www.linkedin.com/company/makrwatch/jobs/,between GMT-9 and GMT+3
Malala Fund,,https://malala.org/about?sc=header,https://malala.org/hiring?sc=header,https://www.linkedin.com/company/the-malala-fund/jobs/,Consultancy
Malteser,worldwide humanitarian relief agency of the Sovereign Order of Malta.,https://www.malteser-international.org,https://www.malteser-international.org/en/jobs.html,https://www.linkedin.com/company/malteser/jobs/,Consultancy
Mama Cash,"supports visionary women, girls, trans & intersex people who are fighting for their rights around the world",https://www.mamacash.org/,https://www.mamacash.org/en/jobs-and-volunteering,https://www.linkedin.com/company/mama-cash/jobs/,Consultancy-Preferably based in a Global South or East country
Mammoth Biosciences,,https://mammoth.bio/,https://mammoth.bio/careers/,https://www.linkedin.com/company/mammothbio/jobs/,remote from anywhere
Management Sciences for Health,advances knowledge and technology globally to support people locally to achieve health for all,https://msh.org,https://msh.org/work-with-us/,https://www.linkedin.com/company/management-sciences-for-health/jobs/,Consultancy
Manara,"a social impact startup whose mission is to unlock human potential and diversify the global tech sector while uplifting the economies of the Middle East & North Africa (MENA), with a focus on Palestine and women",https://www.manara.tech,https://www.manara.tech/careers,https://www.linkedin.com/school/teammanara/jobs/,anywhere
Manna Project International,a U.S.-based 501(c)(3) nonprofit organization that fosters communities of talented young leaders to become the next generation of social change agents by engaging in collaborative service with international communities in need,http://www.mannaproject.org,http://www.mannaproject.org/jobs,https://www.linkedin.com/company/manna-project-international/jobs/,preference for US/Ecuador
MarAlliance,"a small dynamic international non-governmental organization that designs and conducts collaborative grassroots research and conservation action on threatened marine megafauna such as sharks, rays, turtles and large finfish. Working with fishers and other key stakeholders of the sea, we generate essential data on megafauna populations, behavior and ecology to enable fact-based conservation and management, often in the context of established or proposed marine protected areas",https://maralliance.org,https://maralliance.org/careers/,https://www.linkedin.com/company/maralliance/jobs/,remote within the Americas time zones
Marie Colvin Journalistâ€™s Network,,https://mariecolvinnetwork.org/,,,"Working from home, ideally based in UK, EU or MENA region"
Material Innovation Initiative,,https://www.materialinnovation.org/,,https://www.linkedin.com/company/materialinnovation/jobs/,Location: Remote; with a preference for the United States
Matrix-Q Coaching-Training Online-School,"HOLISTIC COACHING-TRAINING, Inspired by Nature (Nature Systems, Laws, Principles, Rhythms & Cycles)",,,https://www.linkedin.com/company/matrix-q-coaching-online-school/jobs/,"training location is Rhenen city and the current focus is the Netherlands, are going to include additional locations and countries in close future, you can become a pioneer for your location"
